soon,もうすぐ；早く,副詞,I may give up soon and just nap instead.,すぐに諦めて昼寝をするかも知れない。,
still,まだ；それでも；なお,副詞,Even though he apologized， I'm still furious.,謝罪はあったにせよ、私はまだ彼に腹を立てている。,
strongly,強く,副詞,Mariko's parents are strongly opposed to her marrying an American.,マリコの両親は、彼女がアメリカ人と結婚することに強く反対している。,
suddenly,突然に,副詞,To our surprise， our son has suddenly shot up recently.,驚いたことに息子は最近すくすく背がのびてきた。,
surely,確かに；きっと,副詞,The day will surely come when your dream will come true.,君の夢が実現する日がきっと来るだろう。,
surprisingly,驚くほど,副詞,The stock market was surprisingly quiet today.,株式市場は今日は驚くべき動きはなかった。,
then,あのとき；それから,副詞,I will play Sudoku then instead of continuing to bother you.,君を邪魔するくらいなら私は数独をやってるよ。,
there,そこ；あそこ；そこで；そこに,副詞,Then there is a problem...,そうしたらひとつ問題があって・・・。,
though,～だけれども,副詞,Even though he apologized， I'm still furious.,謝罪はあったにせよ、私はまだ彼に腹を立てている。,
to,～へ；～に；～まで；～に対して；～すること；～ために,副詞,I have to go to sleep.,私は眠らなければなりません。,
today,今日,副詞,I knew that today would be fun.,今日はきっと楽しくなると思っていたよ。,
together,一緒に；まとめて,副詞,We could go out together like we did last year.,去年みたいに遊びに行きましょう。,
tomorrow,明日；未来,副詞,I'll call them tomorrow when I come back.,明日帰ったら電話します。,
tonight,今夜,副詞,We've got to break out tonight or I'll go crazy!,何としても今晩脱獄するんだ。さもなきゃ気が狂ってしまう。,
totally,全く,副詞,Life without love is just totally pointless.,愛のない人生など全く無意味だ。,
toward,～の方へ；～へ向いて；～に対して,副詞,This advice of yours will go a long way toward solving the problem.,君のこの忠告は問題の解決に大いに役立つだろう。,
true,真実の; 本当の,副詞,And yet， the contrary is always true as well.,しかし、逆もまた真である。,
truly,本当に,副詞,No money， no job， no friends. He was truly at loose ends.,金もなし、仕事もなし、友達もなし。かれは、ほんとうにとほうにくれた。,
twice,2度；2倍,副詞,Yes! I won twice in a row!,やった！2回続けて勝っちゃった！,
unfortunately,不運にも,副詞,It is unfortunately true.,残念ながらそれは本当なのです。,
usually,普通は,副詞,I usually take a shower in the evening.,私はたいてい夕方シャワーを浴びます。,
weekly,毎週,副詞,Tom bought a weekly magazine at the station.,トムは駅で週刊誌を買った。,
whenever,～するときはいつでも；いつであれ；一体いつ～,副詞,So annoying... Now I get a headache whenever I use the computer!,あぁいらいらする・・・今やパソコンを使うたびに頭痛がするよ。,
wherever,どこへ～しても,副詞,You have the freedom to travel wherever you like.,君の好きなところへ自由に旅をして良い。,
within,～中に；～以内,副詞,The school is within walking distance of my house.,学校は家から歩いていける距離です。,
yesterday,昨日,副詞,It was yesterday evening when it began to rain.,雨が降り出したのは昨日の夜でした。,
yet,まだ,副詞,He is rich yet he lives like a beggar.,彼は金持ちのくせに乞食のような生活をしている。,
altogether,完全に；全部で；要するに,副詞,That's altogether wrong.,それは全く間違いです。,
aside,わきへ,副詞,There's nothing left to do aside from packing.,荷造りを除いては、することはなにも残っていない。,
automatically,自動的に,副詞,The door will lock automatically when you go out.,ドアは外に出ると自動的に閉まります。,
barely,かろうじて,副詞,I barely missed being struck.,危うくぶたれるのをまぬがれた。,
briefly,簡潔に,副詞,As a young man he flirted briefly with communism.,若いとき彼はしばらくの間共産主義をもてあそんだ。,
constantly,絶えず,副詞,Our troops were constantly attacked by the guerrillas.,我が軍は絶えずゲリラの攻撃を受けた。,
currently,現在,副詞,We are currently experiencing some turbulence.,ただ今気流の関係で揺れております。,
directly,直接に,副詞,Mayuko came directly home.,マユコはまっすぐ帰宅した。,
dramatically,劇的に,副詞,The Nikkei index jumped dramatically just before closing.,日経指数は大引け間際に大きく跳ね上がりました。,
elderly,年配の,副詞,The police officer on duty sensed an elderly man coming up behind him.,勤務中の警官は、一人のお年寄りが自分の背後に近づいてくるのを感じた。,
entirely,全く,副詞,Your guess is entirely off the mark.,君の推測はまったく的外れだ。,
equally,同様に；等しく,副詞,The property was divided equally among the heirs.,財産は相続人たちの間で平等に分けられた。,
eventually,最終的には,副詞,Everything eventually gets easier with practice.,何事も練習すれば簡単になる。,
extremely,極めて,副詞,This is an extremely well run company.,我が社は経営が非常にうまくいっています。,
faithfully,忠実に,副詞,He faithfully discharged his duty.,彼は忠実に自分の義務を果たした。,
firmly,堅く；しっかりと,副詞,We are firmly confident of victory.,我々は勝利をかたく確信している。,
forth,前へ；外へ,副詞,The fire burned brightly， giving forth a comforting warmth.,火は赤々と燃えて実に気持ちの良い暖かさを発散した。,
immediately,すぐに,副詞,Please let me know immediately if you would like to use this computer.,もしも、このコンピューターを使いたいのでしたら、大至急ご連絡下さい。,
increasingly,ますます,副詞,Modern finance is becoming increasingly complicated and sophisticated.,現代の金融は一段と複雑かつ高度になってきている。,
nowhere,どこにも～ない,副詞,Now that I notice it， I have nowhere to run.,気がつくと逃げ場はどこにもなかった。,
occasionally,時折に,副詞,Teachers should occasionally let their students blow off some steam.,教師はときどき生徒たちのストレスを発散させてやらなければならない。,
originally,もともと,副詞,This poem was originally written in French.,この詩は本来フランス語で書かれていた。,
otherwise,さもなければ；別のやり方で，他の,副詞,Hurry up， otherwise you'll be late for lunch.,急がないと昼食に遅れますよ。,
presumably,恐らく,副詞,She presumes him to be innocent.,彼女は彼が無罪だと思い込んでいる。,
previously,以前に,副詞,However， that involved a mountain of previously unconsidered problems.,しかしそこには山ほど未踏の問題があった。,
rapidly,急速に,副詞,The city has rapidly expanded recently.,その都市は最近急速に拡大した。,
rarely,めったに～ない,副詞,Our meeting rarely starts on time.,我々のミーティングが時間通りに始まることはめったにない。,
regularly,定期的に；規則的に,副詞,You'll have to visit me regularly for a while.,しばらくあなたは通院する必要があります。,
similarly,同様に,副詞,We are very similar.,俺たちは同類だよ。,
somewhat,いくぶん,副詞,That is somewhat explained at the end.,あれは最後にいくらか説明されたものだ。,
specifically,特に,副詞,The job advertisement specifically requested females.,求人広告には「女性を求む」とはっきり書かれていた。,
successfully,成功するかたちで,副詞,He successfully passed the exam.,彼は試験に見事に成功した。,
therefore,それゆえに,副詞,May we therefore ask you for a two months' extension of credit?,お支払いの期日を二ヶ月間延長していただけませんでしょうか。,
thus,このように；したがって,副詞,Who are you that you spoke thus to me?,そのように私に話しかけてくるとは、君は何者だ。,
typically,典型的に,副詞,What examples of behaviour would you consider typically masculine?,あなたは一般的にどのような言動を男性的であると考えますか?,
unlikely,～しそうにない,副詞,Seeing that he is still sick， he is unlikely to come today.,まだ病気だということを考えると、彼は今日来そうにない。,
abroad,海外に,副詞,The number of students who travel abroad for vacation is increasing.,休暇を利用して海外旅行をする学生がますます増えている。,
approximately,約；大体,副詞,Chemical products account for approximately two-thirds of our exports.,化学製品が当社の輸出品のおよそ３分の２を占めます。,
consequently,その結果として,副詞,It rained heavily， and consequently the baseball game was called off.,雨が激しく降った、その結果、野球の試合は中止になった。,
damn,ちくしょう，すごく,副詞,I'd do any damn thing for you.,君のためならどんなことでもするよ。,
effectively,効果的に,副詞,This would enable us to compete more effectively with other agencies.,この条件を受けていただけると、他社との競合が有利になります。,
frequently,頻繁に,副詞,In music or speaking， a pause is frequently used for dramatic effect.,音楽でも演説でも、間合いはすばらしい効果をあげるものとしてしばしば利用される。,
furthermore,さらに（最も改まった場面で）,副詞,They rob， and furthermore cheat each other.,彼らは互いに盗み合いをする、だまし合うくらいは、なおさらのことだ。,
gradually,徐々に,副詞,The balloon descended gradually as the air came out.,空気が抜けるにつれて風船は徐々に降りてきた。,
hence,それ故,副詞,Hence， I shall have to stay here.,それゆえここにとどまらざるを得ないだろう。,
initially,初めは,副詞,How did you meet Tom initially?,トムとはどうやって知り合ったの？,
literally,文字通り,副詞,The poor dog was literally torn apart by the lion.,かわいそうにその犬は文字通りライオンに引き裂かれてしまった。,
meanwhile,その間に；一方では,副詞,Meanwhile， night had fallen.,そうこうしているうちに、夜になってしまった。,
merely,単に,副詞,Instead she merely looked surprised and - could it be - amused.,ところが彼女はただ驚いたような顔を見せただけで、むしろ面白がっている風であった。,
moreover,さらに（改まった場面で）,副詞,It was cold that day， and moreover it began to rain.,その日は寒く、おまけに雨まで降ってきた。,
nevertheless,それにもかかわらず,副詞,It's just five in the morning， but nevertheless it is light out.,朝の４時４５分だというのに明るい。,
overseas,海外；海外の,副詞,Many young Japanese travel overseas these days.,近頃は海外旅行を経験する若い日本人が増えた。,
potentially,潜在的に,副詞,Our words are potentially ambiguous.,私たちの話す言葉は潜在的にあいまいである。,
precisely,正確に,副詞,But the person in charge is there precisely to take responsibility.,責任者は責任を取る為にいるんですもの。,
primarily,主に,副詞,This dictionary is primarily intended for high school students.,この辞書は高校生を対象としたものです。,
relatively,比較的に；相対的に,副詞,The region is relatively rich in mineral resources.,その地域は鉱物資源が比較的豊かだ。,
respectively,それぞれ,副詞,Taro and Jiro studied abroad for 2 years and 4 years， respectively.,太郎は２年間の留学経験、次郎には４年間の留学経験がある,
significantly,著しく,副詞,Her English improved significantly.,彼女は急速に英語力が伸びた。,
subsequently,後で,副詞,He bought a sandwich and subsequently won the lottery.,彼はサンドウィッチを買った。その次に宝くじに当たった。,
ultimately,最終的に,副詞,The notorious rebel was ultimately captured and confined to jail.,悪名高い反乱兵はついに捕らえられ、拘置所に身柄を拘束された。,
virtually,事実上,副詞,Unemployment in this part of the country is virtually nonexistent.,この地域の失業はほぼないに等しい。,
nowadays,最近は,副詞,Many shoes nowadays are made of plastics.,近頃はプラスティックで出来た靴が多い。,
forever,永遠に,副詞,It would take forever for me to explain everything.,いつまでかかっても全部を説明するのは無理だ。,
too,あまりに～すぎる,副詞,Whenever I find something I like， it's too expensive.,欲しいものがみつかると、決まって高いものだ。,
Widely,全員に,副詞,The old belief is still widely current.,その古い信仰がまだ広く行われている。,
well,うまく、上手に,副詞,I don't speak French well enough!,私はフランス語がそんなにきちんとは話せない。,
