city,市；都市,名詞,Paris is the most beautiful city in the world.,パリは世界で最も美しい街である。
class,階級； ランク;授業,名詞,You never have class or what?!,授業が全然無いとでも言うの？！
clock,時計,名詞,The clock in the church tower struck nine.,教会の塔の時計が９時を打った。
clothes,衣服,名詞,I'm just sorting out some suitable clothes to take on holiday.,休日に着る手頃な着物を今選んでいるところです。
clothing,衣類,名詞,Food， clothing and shelter are the basis of life.,衣食住は生活の基本です。
club,クラブ； 同好会； 会員制組織， ,名詞,You may as well withdraw from the club right away.,君は直ちにクラブを脱退したほうがよい。
coat,上着;  コート,名詞,The button on your coat is coming off.,君の上着のボタンがとれかかっているよ。
coffee,コーヒー,名詞,Let's have some coffee during recess.,休憩の間にコーヒーを飲みましょう。
collection,収集物(品);  コレクション,名詞,Science is far more than a collection of facts and methods.,科学は単に事実と方法論の集積では決してない。
college,大学；（米）単科大学,名詞,Which college are you aiming for?,君はどこの大学を目指しているのですか。
color,色,名詞,Choose the color you like the best.,君が最も好きな色を選びなさい。
comfort,快適さ； 安楽,名詞,The nurses must see to the comfort of their patients.,看護婦は患者の快適さに配慮しなくてはいけない。
company,会社,名詞,You had better not keep company with him.,君は彼と交際しない方がよい。
computer,コンピュータ,名詞,My computer has got to be useful for something.,私のパソコンは何かの役に立つはずだ。
concern,心配； 懸念,名詞,Excessive concern with safety can be dangerous.,安全にあまりにも気を使いすぎると危険なこともあります。
consideration,考慮事項,名詞,You had better take into consideration that you are no longer young.,君は自分がもはや若くないことを考慮に入れたほうがいい。
conversation,会話;  対談,名詞,Wit is to conversation what salt is to food.,会話にとって機知は食物に対する塩のようなものである。
corner,コーナー；角；地域；窮地,名詞,The man in the corner addressed himself to the husband.,隅にいた男の人が夫に話しかけた。
cost,費用,名詞,This will cost €30.,３０ユーロになります。
country,国,名詞,Why don't we drive out to the country for a change of pace?,気分転換に田舎にドライブに行かないかい。
couple,ペア；カップル,名詞,Could you lend me your bicycle for a couple of days?,君の自転車を２、３日貸してくれませんか。
course,方向;  進路,名詞,You insist upon our taking that course of action.,君は私たちにそう行動せよという。
court,(テニスなどの)コート,名詞,We went to court when they refused to pay for the damage.,我々は彼らが損害賠償を拒んだので告訴した。
cover,蓋;  覆う,名詞,Will this cover the holiday expenses?,休み中の費用は、これで足りるかな？
coverage,報道,名詞,There's no cellphone coverage in this area.,この地域は携帯電話の圏外だ。
crime,犯罪,名詞,He committed one crime after another.,彼は悪事を重ねた。
cup,カップ,名詞,I'm glad you enjoy skiing， but I guess it's just not my cup of tea.,君がスキーを楽しむのは嬉しいが、私の趣味じゃないようだ。
danger,危険,名詞,You are secure from danger here.,君はここなら安全だ。
darkness,暗さ；黒さ,名詞,The darkness has not overcome it.,闇はこれに打ち勝たなかった。
date,日付,名詞,We will let you know the time and date of the meeting soon.,会合の日時はおってお知らせします。
daughter,娘,名詞,Your daughter is not a child anymore.,君の娘はもう子供ではない。
day,日,名詞,"Why does one say ""Good day"" when the day is not good?",なぜ、早くないのに、「お早う」というのでしょう？
dealer,販売業者,名詞,We have come to an arrangement with the dealer about the price.,我々は価格について業者と相談がまとまった。
death,死；死亡,名詞,Students discussed the problem of brain death for a long time.,学生たちは脳死の問題について長々と議論した。
degree,度;  程度；レベル,名詞,They are different in degree but not in kind.,それらは程度の差で本質的には違いはない。
depth,深さ,名詞,To weep is to make less the depth of grief.,泣くことは悲しみを和らげる。
difference,相違,名詞,There is a fundamental difference between your opinion and mine.,君と私の意見には基本的な違いがある。
difficulty,難しさ；困難,名詞,You'll have some difficulty in carrying out the plan.,君はその案を実行するのに少し苦労するだろう。
dinner,夕食,名詞,During summer breaks， I ate dinner at midnight.,夏休みの間、私は夜中に夕食を食べていた。
discovery,発見,名詞,Scientists regard the discovery as important.,科学者たちはその発見を重大なことだと考えている。
dog,犬,名詞,Didn't you see a dog pass through the yard?,君は犬が庭を通り抜けて行くのを見なかったかい。
door,ドア,名詞,Close the door when you leave.,去る時はドアを閉めてください。
doubt,疑い,名詞,I don't for a moment doubt your honesty.,君の正直なのを決して疑いはしない。
dream,夢,名詞,Do you ever dream about flying through the sky?,君は空を飛ぶ夢を見る事がありますか。
dress,ドレス；ワンピース；服装,名詞,Your dress is unsuitable for the occasion.,君の服装は場所にそぐわない。
driver,運転手,名詞,The load was too heavy for a driver to carry alone.,荷物は重すぎて運転手は１人では運べなかった。
drug,薬,名詞,The new drug will be tested in Vaxgen's laboratory.,バクスゲン社の研究所で新薬の試験が行われた。
ear,耳,名詞,You really have an ear for music.,君は音楽がよくわかるね。
earth,地球,名詞,What on earth did you take me for?,君は私を一体なんだと思っていたのだ。
east,東,名詞,The strong east wind lashed at our faces.,強い東風が我々の顔に激しく吹き付けた。
edge,端；ふち,名詞,I've been on edge recently.,近頃いらいらしています。
egg,卵,名詞,It's so hot that you could cook an egg on the hood of a car.,とても暑くて、車のボンネットで卵が焼けるよ。
employee,従業員,名詞,The outraged employee resigned at once.,かんかんに怒った社員は、即刻会社を辞めた。
employer,雇用主,名詞,Tim's employer promised him pie-in-the-sky benefits.,ティムの社長はあてにならないもうけ話をティムに約束した。
employment,雇用,名詞,Workers are taking a financial beating in the employment crisis.,雇用危機の中で労働者は金銭的打撃を受けています。
engine,エンジン,名詞,The engine has broken down again.,またエンジンが故障した。
evening,夕方；晩,名詞,He spent the evening reading a book.,彼は夕方本を読んで過ごしました。
excitement,興奮；刺激,名詞,The excitement reached its peak.,興奮は極点に達した。
expectation,予想；期待,名詞,Sorry to say， that expectation was ill-founded.,残念ながらその予想は外れてしまった。
experience,経験,名詞,Have you had any experience with this kind of work?,君はこういう仕事に経験がありますか。
explanation,説明,名詞,Your explanation won't wash; it's too improbable to be true.,君の説明は見えすいている。とても本当とは思えないよ。
expression,表現；表情,名詞,Crying is an expression of grief.,泣く事は悲しみの表現だ。
eye,目,名詞,An eye for an eye， a tooth for a tooth.,目には目を、歯には歯を。
face,顔,名詞,Half a million children still face malnutrition in Niger.,ニジェールでは50万人もの子供たちが未だ栄養失調に直面している。
fact,事実,名詞,You should make sure of the fact without hesitation.,君はためらわずに事実を確かめるべきだ。
family,家族,名詞,You must be mindful of your family responsibilities.,君は家族扶養の責任を忘れてはならない。
farm,農場,名詞,I delighted in going to his farm during the summer vacation.,夏休みに彼の農場に行くのが楽しみでした。
farmer,農家の人,名詞,The farmer that lived nearby came to investigate.,近所に住む農家が、その事故を見にやって来た。
fat,脂肪,名詞,Two fat men trying to pass through a narrow doorway are in checkmate.,狭い戸口を通り抜けようとする二人の肥った男が行き詰まっている。
father,父,名詞,Have you visited the town where your father was born?,君はお父さんの生まれ故郷を訪ねたことがありますか。
fear,恐れ,名詞,You must conquer your fear of the dark.,君は暗闇の恐怖を克服しなければならない。
field,野原,名詞,We will crop the field with cotton this year.,我々はその畑に今年は綿を植え付けるつもりだ。
fight,けんか；戦い,名詞,Two dogs fight for a bone， and the third runs away with it.,漁夫の利。
film,映画（イギリス英語）,名詞,The film started at 2 o'clock.,映画は2時に始まった。
finger,指,名詞,You want to have a finger in every pie， don't you?,君は何でもかんでも手を出したがる。
finish,終わり,名詞,You yourself have to finish it.,君は自分でそれを完成しなければならない。
fire,火；火事,名詞,Did you hear about the fire yesterday?,昨日の火事のこと聞きました？
fish,魚,名詞,Are you trying to fish in troubled waters?,君は漁夫の利を占めようとしているのか。
floor,床,名詞,She shone her torch onto the floor before us.,懐中電灯をつけて、足元を照らしてくれた。
flower,花,名詞,There is a flower shop near by.,近くに花屋があります。
food,食物,名詞,How do you find food in outer space?,宇宙でどうやって食べ物をみつけるの？
foot,足,名詞,The church is at the foot of the hill.,教会は丘のふもとにある。
football,サッカー,名詞,The Roman football game was like the Greek game.,ローマのフットボールの試合はギリシャのフットボールの試合と似ていました。
forest,森林,名詞,You will see a forest of masts in the harbor.,君は港内に林立する帆柱を見るであろう。
form,形,名詞,You should try to form the habit of using your dictionaries.,君は辞書を引く習慣をつけるべきだ。
freedom,自由,名詞,You have the freedom to travel wherever you like.,君の好きなところへ自由に旅をして良い。
friday,金曜日,名詞,There will be a dance Friday night at the high school.,金曜日の晩に高校でダンスパーティーがある。
friendship,友情,名詞,Your friendship is most precious to me.,君の友情は私にとってとても大切だ。
game,ゲーム,名詞,That game is easy， once you learn the basic rules.,基本ルールを学んでしまえば、そのゲームは簡単です。
garden,庭（イギリス英語）,名詞,Her garden is a work of art.,彼女の庭は芸術作品です。
gas,ガス；気体,名詞,The reporter covered the gas explosion in Shibuya.,記者は渋谷で起きたガス爆発事故を報道した。
girl,女の子,名詞,Do you know where the girl lives?,君はその少女がどこに住んでいるのか知っていますか。
glance,ちらりと見ること,名詞,At a glance I knew that he was tired.,一目見て彼が疲れているのがわかった。
glass,ガラス,名詞,Those who live in glass houses should not throw stones.,こわれやすいガラス張りの家に住む者は石を投げてはいけない。
god,神,名詞,Danger past， God forgotten.,苦しいときの神頼み。
gold,金,名詞,The gold coin was much more valuable than was supposed.,金貨は思ったよりはるかに価値があった。
government,政府,名詞,Why does the US government let people have guns?,なぜアメリカ政府は国民が銃を持つことを許しているのですか。
governor,知事,名詞,The prefectural governor got the upper hand in the July elections.,その県知事は７月の選挙で勝利をおさめました。
grass,草,名詞,Cows are eating grass in the meadow.,牛が牧場で草を食べている。
green,緑色,名詞,The cows were moving very slowly through the long green grass.,牛は背の高い緑色の草の中をゆっくり動いていました。
group,グループ；集団,名詞,A group of foreigners arrived in Edo， i.e. Tokyo.,外国人の一団が江戸、つまり東京に到着した。
growth,成長；増殖；腫瘍,名詞,Fair competition is necessary for the healthy growth of industry.,業界の健全な成長のために公正な競争が確保される必要がある。
gun,銃,名詞,The robber aimed his gun at the clerk.,強盗は店員に銃を向けた。
guy,男；やつ,名詞,This stone-dead guy had no friends.,完全に死んだ人には仲間はいない。
hair,髪；毛,名詞,You should get your hair cut.,髪を切ってもらった方がいいよ。
hall,ホール；会場,名詞,The student hall is for benefit of the students.,学生会館は学生のためにある。
hand,手,名詞,You are to hand in your assignments by Monday.,君たちは月曜日までに宿題を提出しなければいけませんよ。
happiness,幸福；喜び；適切さ,名詞,Wishing you peace and happiness at Christmas.,安らかで幸せなクリスマスを。
hat,帽子,名詞,You must take off your hat in the room.,君は部屋の中では帽子をとらなくてはならない。
head,頭,名詞,The robber bashed her head in.,強盗は彼女の頭をめった打ちにした。
health,健康,名詞,Toil and worry caused his health to break down.,労苦と心配で彼の健康はそこなわれることになった。
heart,心臓,名詞,My heart was filled with happiness.,私の心は幸福感でいっぱいだった。
hell,地獄,名詞,What the hell are you going to do with it?,一体全体、きみはそれをどうしようと言うつもりなのか。
hill,丘,名詞,The church is on the hill overlooking the city.,教会は町を見下ろす丘の上にある。
historian,歴史家,名詞,Professor Suzuki is an expert historian.,鈴木先生は歴史の専門家です。
history,歴史,名詞,I'd like to spend my holidays reading history books or classics.,休日は歴史書か古典を読んで過ごしたいものだ。
holder,所有者,名詞,I'm a holder of ABC Travel Insurance.,ＡＢＣ海外旅行障害保険を持っています。
hole,穴,名詞,There is a big hole in your stocking.,靴下に大きな穴があいてるよ。
holiday,休日；祝日,名詞,I enjoyed the holiday all the better for being with you.,君が一緒だったおかげで休日がいっそう楽しめた。
home,家庭；自宅,名詞,You must go home at once.,君は直ちに家へ帰らなければならない。
hope,希望,名詞,I hope you can come up with a better plan than this.,君はこれより良い計画を考え出すことができると思います。
horse,馬,名詞,It's lonely in the saddle since the horse died.,馬が亡くなってから鞍が淋しい。
hospital,病院,名詞,I had been to the hospital before you came.,君が来る前に病院へ行ってきた。
hour,時間,名詞,You look tired. You ought to rest for an hour or two.,君は疲れた顔をしている。１、２時間休息すべきだ。
house,家,名詞,Ah! If I were rich， I'd buy myself a house in Spain.,ああ！　もし私がお金持ちだったら、スペインに自分の家を買ったのに。
human,人間,名詞,Air， like food， is a basic human need.,空気は食べ物と同様、人間が根本的に必要とするものだ。
hunger,飢え,名詞,With hunger and fatigue， the dog died at last.,空腹やら疲労やらで、その犬はとうとう死んだ。
husband,夫,名詞,Linda's husband was two-timing her.,リンダの夫は彼女を裏切っていた。
ice,氷,名詞,You shouldn't have eaten so much ice cream.,君はあんなにアイスクリームを食べるべきではなかった。
idea,考え；アイデア,名詞,The last person I told my idea to thought I was nuts.,僕が最後に自分の考えを伝えた人は、僕を気違いだと思ったようだ。
imagination,想像力 ,名詞,The music set my imagination to work.,その音楽は私の想像力をかきたてた。
information,情報,名詞,The information you gave me is of little use.,君が僕に教えてくれた情報はあまり役に立たない。
insurance,保険,名詞,Our insurance policy covers various kinds of damages.,我々の保険の範囲は多様な損害に及びます。
involvement,関与,名詞,The newspaper alleged his involvement in the crime.,その新聞は彼の犯罪への掛かり合いを主張した。
island,島,名詞,Seen from the sky， the island was very beautiful.,空から見ると、その島はとても美しかった。
issue,問題；論争点,名詞,Opinions are divided on the issue of taxes.,課税問題で意見が分かれている。
job,仕事,名詞,I like my job very much.,私は自分の仕事を気に入っています。
judgment,判断；判決,名詞,I've always trusted your judgment.,君の判断をいつも信じていました。
kick,蹴る,名詞,You can't kick me around any more.,もうこれからは俺を粗末には扱えないぞ。
kid,子ども，冗談を言う,名詞,We had a kid just last year.,去年、子供が生まれたばかりなんです。
king,王,名詞,In the palace live the king and the queen.,宮殿には国王と王妃が住んでいる。
kitchen,台所,名詞,There is a kitchen garden behind my house.,我が家の裏には家庭菜園があります。
lady,女性；婦人,名詞,You should know better than to ask a lady her age.,君は分別があるのだから、女性に年齢を聞いてはならない。
lake,湖,名詞,We went to Lake Towada on a school excursion.,学校の遠足で十和田湖へ行った。
land,陸；土地,名詞,Tomorrow， he will land on the moon.,明日、彼は月に着陸する。
last,最後の,名詞,The last person I told my idea to thought I was nuts.,僕が最後に自分の考えを伝えた人は、僕を気違いだと思ったようだ。
law,法律；法則,名詞,We should obey the law no matter what happens.,何が起ころうとも、法律には、従わなければならない。
leader,リーダー,名詞,We need a new leader to pull our company together.,会社を立て直すために新しい指導者が必要だった。
leadership,リーダーシップ,名詞,You must act under the leadership of your supervisor.,監督に従って行動しなくてはいけない。
left,左,名詞,When I left the train station， I saw a man.,私が駅を出た時、男の人を見た。
leg,脚,名詞,I'll be about again when my leg heals.,脚が治ったらまた動き回ります。
letter,手紙,名詞,Didn't you write a letter to him?,君は彼に手紙を書かなかったのですか。
life,生命；人生；生活,名詞,I don't want to spend the rest of my life regretting it.,そのことを後悔しながら余生を送りたくない。
line,線，並ぶ；線を引く；覆い隠す,名詞,You are the next in line for promotion.,君は次の昇任予定者です。
lip,唇,名詞,Don't pay lip service to me.,口先だけの御世辞はやめてくれ。
list,表；リスト,名詞,Delete his name from the list of the applicants.,応募者名簿から彼の名前を削除しなさい。
listener,聞き手,名詞,He is a good listener but a poor speaker.,彼は聞き上手だが話すのは苦手だ。
load,重荷；負荷，積み込む,名詞,The load was too heavy for a driver to carry alone.,荷物は重すぎて運転手は１人では運べなかった。
lot,たくさん,名詞,I hate it when there are a lot of people.,人ごみは大嫌い。
lover,恋人；愛好家,名詞,I have been a lover of sports since I was young.,私は若い頃から運動が好きである。
luck,運,名詞,We had the luck to win the battle.,我々は運良く戦いに勝った。
lunch,昼食,名詞,I make lunch every day.,毎日お昼ご飯を作っているよ。
machine,機械,名詞,I got the machine running.,機械を始動させた。
maker,作る人；メーカー,名詞,I want to become a bisque doll maker.,私は将来ビスクドール作家になりたい。
man,男,名詞,He is， indeed， a man of his word.,君は確かに約束を守る人だ。
management,管理；経営,名詞,Welcome to the management team at ABC Japan.,ＡＢＣジャパンの経営チームにようこそ。
manager,経営者；～長；マネージャー,名詞,The manager sat on the bench with his arms folded.,監督は腕組みをしてベンチに座っていた。
market,市場；マーケット,名詞,Improving corporate performances are behind the stock market recovery.,企業業績の改善は株式市場の回復が背景にある。
marriage,結婚,名詞,These days， the motives for marriage are not necessarily pure.,近頃では、結婚の動機は必ずしも純粋とは限らない。
matter,事柄；問題；原因,名詞,It doesn't matter whether your answer is right or wrong.,君の答えが正しいか間違っているかは問題ではない。
meal,食事,名詞,We're going out for a meal on Friday.,金曜日には外で食事する予定です。
member,一員；メンバー,名詞,Every member of the cabinet was present.,閣僚はみんな出席していた。
membership,会員；メンバーシップ,名詞,Each member has to pay a membership fee.,各会員は会費を払うべし。
mess,混乱，散らかす；混乱させる,名詞,Please sponge the mess up off the table.,テーブルの汚れをスポンジでふき取って下さい。
middle,中心；中間，真ん中の；中央の,名詞,The professor gave a lecture on the Middle East.,教授は中東問題について講義をした。
mile,マイル,名詞,The bridge is one mile above.,橋は１マイル上流にある。
milk,乳,名詞,We make milk into cheese and butter.,牛乳をチーズとバターにする。
mind,心；精神,名詞,I have too many things on my mind these days.,最近考えることが多過ぎる。
minute,分；,名詞,The station is a ten minute drive from here.,駅はここから車で10分です。
mistake,間違い,名詞,Do you think he made that mistake on purpose?,君は彼がわざとその間違いをしたと思うかい。
moment,瞬間,名詞,You arrived at the moment I left.,あなたは私が出発してから到着した。
money,お金；金銭；財産,名詞,Don't stay in bed， unless you can make money in bed.,寝てるな、寝ながらお金を稼げるなら別だが。
month,月,名詞,How many times a month do you write home?,君は月に何回家に手紙をかきますか。
morning,朝；午前,名詞,I feed my cat every morning and every evening.,毎日朝と夜、猫に餌を与えています。
mountain,山,名詞,We think it is very dangerous that you're climbing the mountain alone.,君が１人でこの山に登るなんてとても危険だと思う。
mouth,口，言う,名詞,Cover your mouth when you cough， sneeze， or yawn.,咳、くしゃみ、あくびをする時は口を手で隠しなさい。
movement,運動、動き,名詞,Each movement of the dancer was perfect.,ダンサーの１つ１つの動きは完璧だった。
movie,映画（アメリカ英語）,名詞,Are there any movie theaters near here?,この近くに映画館はありますか。
music,音楽,名詞,I was keen on classical music in my school days.,学生時代は、クラシック音楽に夢中でした。
musical,ミュージカル,名詞,Do you play a musical instrument?,楽器をなにか演奏しますか。
musician,音楽家；ミュージシャン,名詞,The musician shook his head and pushed his little piano away.,音楽家は頭を振って小さなピアノを押して行ってしまいました。
name,名前；評判；有名人，名前をつける,名詞,My name is Jack.,私の名前はジャックです。
nation,国家,名詞,Every nation has its peculiar character.,各国民にはそれぞれ独特の性格がある。
nature,自然,名詞,Competition is not by nature evil.,競争は本来悪いものではない。
neck,首,名詞,The horses are coming down the track and it's neck and neck.,競走馬は互角でトラックをまわった。
neighbor,隣人；近所の人,名詞,While we were on holiday， a neighbor took care of our cat.,私たちが休暇をとっている間、近所の人が私たちの猫の世話をしてくれた。
neighborhood,近所,名詞,The whole neighborhood was surprised at the news.,近所の人達みんなそのニュースにびっくりした。
night,夜,名詞,Well， the night is quite long， isn't it?,あぁまだ、宵の口だね。
noise,音；騒音； 雑音,名詞,Can you hear the noise of the waves on the beach?,岸辺の波の音が聞こえますか。
nose,鼻,名詞,If you go underwater， hold your nose and blow to clear your ears.,海に潜ったら耳抜きしてください。
number,数字；番号,名詞,You can number me among your friends.,君は私を君の友人のうちに数えてよい。
nurse,看護師,名詞,The nurse is dressed in white.,看護婦は白衣を着ている。
office,事務所；オフィス,名詞,Have you ever visited the office where your father works?,君はお父さんが働いている会社を訪れたことがあるかい。
officer,役人；将校、刑事,名詞,The police officer on duty sensed an elderly man coming up behind him.,勤務中の警官は、一人のお年寄りが自分の背後に近づいてくるのを感じた。
oil,油,名詞,We want to explore an underwater oil field.,海底油田の開発をしたい。
outside,外側，外側の，外側に,名詞,I waited outside on the chance of seeing you.,君に会えるかと思って外で待っていた。
owner,持ち主；オーナー,名詞,They think the owner of the house is studying abroad.,その家の持ち主は海外留学中だと思われている。
ownership,所有権,名詞,Management of a company is different from ownership of a company.,会社を経営することと保有することとは違う。
package,小包；包装；パッケージ,名詞,Each package contains a score of cigarettes.,タバコ一箱は二十本入りです。
page,ページ,名詞,Open your book to page nine.,九ページを開きなさい。
pain,痛み,名詞,Can't you understand the pain of your parents?,君には御両親の心の痛みが分からないのか。
pair,一組；ペア,名詞,I bought a pair of shoes.,私は靴を一足買った。
paper,紙，紙で包む；壁紙を貼る,名詞,Blotting paper absorbs ink.,吸取り紙はインク吸い取る。
parent,親,名詞,There is no satisfactory answer a parent can give to this.,親はこれに対して満足な答えを与えられない。
party,パーティー,名詞,You don't have to go to the party unless you want to.,君が行きたくなければそのパーティーに行く必要はない。
past,過ぎた；過去の，過ぎて,名詞,Air quality has deteriorated these past few years.,大気の質は過去数年において悪化した。
payment,支払い,名詞,We will make the payment by bank transfer.,銀行振込でお支払いします。
people,人々,名詞,Most people think I'm crazy.,大抵の人は僕を気違いだと思っている。
person,人,名詞,The last person I told my idea to thought I was nuts.,僕が最後に自分の考えを伝えた人は、僕を気違いだと思ったようだ。
photo,写真,名詞,It is important that you attach your photo to the application form.,君の写真を申込書に添付することを忘れないでね。
picture,絵；写真；映像,名詞,The picture you are looking at is a copy of a Picasso.,君が見ている絵はピカソの複製だ。
piece,一かけら；破片,名詞,I want a piece of candy.,飴がほしい。
plan,計画；段取り,名詞,Do you plan to go abroad?,君は海外へ行くつもりですか。
plant,植物,名詞,Our company is planning to build a new chemical plant in Russia.,私たちの会社は新しい化学工場をロシアに建設する計画をしている。
player,選手；プレーヤー,名詞,Tom will become a good soccer player some day.,トムはいつかよいサッカー選手になるでしょう。
police,警察,名詞,The police will get you to find the bullets.,警察はあなたに弾丸をみつけさせるでしょう。
position,位置,名詞,I understand your position perfectly.,君の立場は十分に理解している。
possibility,可能性,名詞,But the possibility seems unlikely.,でも可能性は低そうだね。
pot,鍋；容器,名詞,Money will make the pot boil.,金は鍋を煮え立たせる。
pound,常用ポンド；16オンス，0.4536kgに相当,名詞,An ounce of practice is worth a pound of precept.,教訓よりも実行が大切。
power,権力；支配権,名詞,With the power of imagination， we can even travel through space.,空想の力で、宇宙旅行も出来る。
preparation,準備,名詞,How much money was saved in preparation for the summer vacation?,夏休みに備えてどれくらいお金をためたの。
