angle,角度,名詞,The angle would be too narrow.,それでは角度が小さすぎよう。
annual,毎年の,形容詞,Our company has annual sales of a thousand million yen.,我社の年間売り上げは１０億円である。
anticipate,予期する；予測する; 期待する,動詞,I anticipate that there will be trouble.,困ったことになりそうで心配だ。
anxiety,不安,名詞,In my anxiety to pass the test， I studied all night.,そのテストに合格したくて、徹夜で勉強した。
apologize,謝罪する,動詞,I think that you ought to apologize to her.,君は彼女に謝罪すべきだと思うよ。
appropriate,適切な,形容詞,Let no one appropriate a common benefit.,何人たりとも公共の利益を独占すべきではない。
approval,賛成；是認,名詞,I would be grateful for your approval of this request.,このお願いをお認めいただけましたら幸いです。
approve,賛成する；是認する,動詞,I approve of your plan.,君の計画に賛成するよ。
approximately,約；大体,副詞,Chemical products account for approximately two-thirds of our exports.,化学製品が当社の輸出品のおよそ３分の２を占めます。
architecture,建築学；建築物,名詞,The architecture in this part of the city is ugly.,市の地区の建物はみな醜悪だ。
arise,生じる；起こる,動詞,Trade friction might arise between the two nations at any moment.,今にも両国間に貿易摩擦が生じそうだ。
assess,評価する；査定する,動詞,How do you assess your students?,あなたはどのようにして学生を評価しますか。
assessment,評価（事前評価）,名詞,How do you assess your students?,あなたはどのようにして学生を評価しますか。
asset,資産；貴重なもの,名詞,She will be an asset to the Purchasing Department.,購買部にとって重要な人材になられると思います。
assign,割り当てる；指定する,動詞,I have to assign more men to that work.,ぼくはその仕事にもっと人数をふやさなければならない。
assumption,仮定；憶説,名詞,Your assumption that his death was an accident seems to be wrong.,彼の死は事故だとする君の推定は間違っているようだ。
athlete,スポーツ選手,名詞,The athlete was full of spirit and confidence.,競技者は気迫と自信に満ちていた。
attribute,属性;  特質,名詞,We attribute Edison's success to intelligence and hard work.,エジソンの成功は知性と勤勉との結果でもある。
audience,観客,名詞,The excited audience ran into the concert hall.,興奮した観客はコンサートホールになだれこんだ。
author,著者,名詞,Richard Roberts is the author of numerous books.,リチャード・ロバーツには数多くの著書がある。
award,授与する，賞,動詞,"Mary received an award for her composition called ""Secret love"".",「秘めた恋」という題の作文で、メアリーは賞をもらった。
ban,禁止する，禁止,動詞,The local school board would go to any length to ban that book.,教育委員会は何としてでもあの本を発売禁止にするでしょう。
barrier,バリア；障壁,名詞,High tariffs have become a barrier to international trade.,高い関税が国際貿易の障害となっている。
behave,振る舞う,動詞,You are old enough to behave yourself.,君は行儀よくする年頃です。
behavior,行動,名詞,You have a responsibility to explain that behavior to me.,君はその行為について、僕に説明する義務がある。
belief,信念,名詞,I have a firm belief in his innocence.,僕は彼の無実を堅く信じている。
bias,偏見；バイアス,名詞 ,The villagers had a bias against any newcomer.,村人達は新参者に対しても偏見を持っていた。
bid,入札，値をつける,動詞,I'll bid farewell to this stinking school.,このひどい学校にはおさらばだ。
biological,生物学的な,形容詞,How long adolescence continues is determined by biological factors.,青春期がどのくらい長く続くかは生物学的要因によって決る。
boost,後押し，促進する；引き上げる,動詞,Finance Ministry officials tried to boost confidence in recovery.,大蔵省の役人は景気回復への信頼をより高めようとしました。
border,境界； 国境,名詞,We camped on the border of the lake.,我々はその湖のほとりでキャンプした。
boundary,境界,名詞,The Rhine is the boundary between France and Germany.,ライン川はフランスとドイツの境界線である。
broadcast,放送する,動詞,The radio broadcast the news in detail.,ラジオがこのニュースを詳しく放送した。
budget,予算,名詞,Our family budget is in the red.,我が家の家計は赤字だ。
burden,荷物；負担,動詞,Supporting his family was a great burden for him.,家族を養っていく事は、彼にとって大変な重荷であった。
campaign,運動；キャンペーン,動詞,Students took the lead in the campaign against pollution.,学生たちが公害反対運動の先頭に立った。
cancel,取り消す,動詞,I am very sorry， but I must cancel our appointment for February 27.,恐縮ですが、２月２７日の約束をキャンセルさせてください。
cancer,癌,名詞,The cancer has spread to her stomach.,癌は彼女の胃に移転している。
capacity,能力；容量,名詞,Mr Brown was acting in the capacity of ambassador.,ブラウン氏は大使の資格で行動していた。
capture,捕まえる,動詞,The capture of the prince by the king led to another war.,国王が王子をとらえたことがまた戦争をひきおこした。
carbon,炭素,名詞,Trees give off oxygen and absorb carbon dioxide.,樹木は酸素を排出し、二酸化炭素を吸収する。
catalog,カタログ,名詞,Our catalog will be sent on demand.,ご請求次第カタログをお送りします。
category,部門；カテゴリー,名詞,The category of a hurricane depends on its wind speed.,ハリケーンの種類は風速によって決まります。
celebrate,祝う,動詞,It was a party to celebrate her birthday.,それは彼女の誕生日を祝うパーティーだった。
celebration,お祝い,名詞,Please accept this gift for the celebration on your wedding.,結婚のお祝いに、これをお贈りします。
cell,携帯電話,名詞,How can you have a laptop and not a cell phone?,どうしてノートパソコンは持っているのに携帯電話は持っていないの？
ceremony,儀式,名詞,The ceremony began with his speech.,式典は彼の話から始まった。
chairman,議長； 会長,名詞,The chairman rejected his absurd proposal.,議長は彼のばかげた提案を拒絶した。
chamber,部屋；評議会,名詞,We visited the king's main chamber in the castle.,私たちはその城の中にある王の間を訪れた。
characteristic,特徴的な,形容詞,Slow speech is characteristic of that man.,ゆっくりとした話し方はその男に特有なものだ。
charity,慈善団体,名詞,The opera singer held a charity concert of his own accord.,オペラ歌手は自発的にチャリティーコンサートを開いた。
chart,図表,名詞,The chart illustrates how the body works.,その図は体の働きを説明している。
chemical,化学の，化学製品,名詞,Immediately after it caught fire， the chemical factory blew up.,火がつくとすぐに、その化学工場は爆発した。
cite,引用する,動詞,She would cite from the Bible.,彼女はよく聖書から引用したものだ。
civil,市民の,形容詞,The novel is centered on the Civil War.,その小説は南北戦争を軸にしている。
civilian,民間人,名詞,I'm a civilian.,私は一般人です。
clause,条項,名詞,The clause provides that all decisions shall be made by majority vote.,その条項は、議決はすべて過半数をもって成立すると規定している。
climate,気候,名詞,The climate has much to do with our mind and body.,気候は我々の心身に大きな関わりを持っている。
clinical,臨床の,形容詞,The clinical records in most hospitals are kept in alphabetical order.,たいていの病院ではカルテはアルファベット順に保管されている。
cluster,房；群れ，房になる；群がる,動詞,A galaxy is a cluster of stars， ,銀河は星団であり、
code,符号；コード,名詞,Can you tell me what the zip code is for New York?,ニューヨークの郵便番号を教えていただけますか。
coin,硬貨,名詞,The gold coin was much more valuable than was supposed.,金貨は思ったよりはるかに価値があった。
collapse,崩壊する,動詞,The news was all about the collapse of the Soviet Union.,ニュースはソ連崩壊のものばかりだった。
colleague,同僚,名詞,My colleague doctored the report.,私の同僚は報告書を改ざんした。
column,コラム;  囲み記事,名詞,The geyser sends up a column of hot water every two hours.,間欠泉は２時間毎に湯を噴出する。
comedy,コメディー,名詞,As a rule， I prefer a comedy to a tragedy.,概して私は悲劇よりも喜劇が好きだ。
commission,委員会,名詞,The commission concluded that the answer was no.,委員会は反対という結論を出した。
communicate,伝える,動詞,We need to communicate with each other.,我々は互いにコミュニケーションをとる必要がある。
communication,コミュニケーション；通信,名詞,Their communication may be much more complex than we thought.,彼らのコミュニケーションは我々が考えてきたものよりはるかに複雑かもしれません。
compensation,補償,名詞,He received a large sum of money in compensation for his injury.,彼は怪我の賠償として多額の金を受け取った。
compete,競争する,動詞,We used to compete furiously in college.,我々は大学時代にはしのぎを削ったものだ。
competitive,競争の；競争心の強い,形容詞,We have made an effort to quote our most competitive price.,最も安い価格をご提示するよう努力してまいりました。
competitor,競争相手,名詞,The competitor twice jumped the gun.,あの選手は２回もフライングをした。
complaint,苦情,名詞,Do you have any complaint about it?,それについて何か不服があるのですか。
complex,複雑な,形容詞,Their communication may be much more complex than we thought.,彼らのコミュニケーションは我々が考えてきたものよりはるかに複雑かもしれません。
complexity,複雑さ,名詞,behaviour of such complexity derives entirely from instinct.,そのような複雑さの振る舞いは、完全に本能に由来します。
component,構成要素；部品,形容詞,The components obtained by distillation of coal tar are as shown below.,コールタールを蒸留して得られる成分名は下表の通りである。
compose,作成する；構成する,動詞,It's easy for that man to compose a good poem.,あの人にとってよい詩を作るのは簡単だ。
composition,構成；組成；合成物；作文；作曲,名詞,You'll have this composition written by noon tomorrow， won't you?,君はこの作文を明日の正午までには書いてしまっているだろう。
compound,合成物； 化合物， 合成された,名詞,The pain from the compound fracture was almost intolerable.,複雑骨折の痛みはほとんど耐え難かった。
comprehensive,包括的な；理解力のある,形容詞,There is no such a thing as a comprehensive textbook.,すべてを網羅した教科書など存在しない。
comprise,含む；構成する,動詞,The committee comprises ten members.,委員会は十名で構成されている。
compromise,妥協する；危険にさらす，妥協,動詞,The EC's Twelve are working out a compromise on farm-price.,欧州共同体の１２ヶ国は農産物価格についての妥協案を作成しています。
concept,概念（組織的な）,名詞,The concept is quite alien to our way of thinking.,その考えは私たちの考えとまったく相いれないものだ。
concert,コンサート,名詞,I would like to go to the concert with you.,君とコンサートに行きたい。
conclude,結論を出す；締結する,動詞,We have to conclude that the policy is a failure.,その政策は失敗であると結論を下さなければならない。
conclusion,結論；締結,名詞,Your conclusion is highly arguable.,君の結論には議論の余地がたくさんある。
concrete,コンクリート， コンクリートで固める ,名詞,A committee should apply the focus to the more concrete problem.,委員会はもっと具体的な問題に焦点を当てるべきだ。
conduct,導く； 案内する,動詞,Your conduct is perfectly legal.,君の行動は全く合法的だ。
confidence,自信,名詞,Tom lacks confidence in himself.,トムは自分に自信がない。
confident,自信のある,形容詞,We are firmly confident of victory.,我々は勝利をかたく確信している。
confirm,確認する,動詞,We will confirm your order as follows.,ご注文を下記の通り確認します。
conflict,矛盾する；衝突する,動詞,Your behavior is in conflict with your principles.,君の行動は君の信条と矛盾している。
consequence,（物事の成り行きの）結果,名詞,It is of little consequence to me.,それは私にはほとんど取るに足らない。
consequently,その結果として,副詞,It rained heavily， and consequently the baseball game was called off.,雨が激しく降った、その結果、野球の試合は中止になった。
conservative,保守的な,形容詞,On the whole， the older a man grows， the more conservative he becomes.,概して、年をとるとますます保守的になります。
considerable,かなりの,形容詞,To Brian's surprise， his debt amounted to a considerable sum.,ブライアンが驚いた事に、借金はかなりの額になっていた。
consist,～から成り立つ,動詞,Education does not consist simply in learning a lot of facts.,教育は単に多くの事実を学ぶことにあるわけでない。
consistent,一貫した；一致した,形容詞,Your principles are not consistent with your actions.,君の信条は行為と一致していない。
constitute,構成する,動詞,These things constitute a balanced meal.,これらのものがバランスのとれた食事を構成する。
constraint,制約,名詞,There are few legal constraints on the sale of firearms in the U.S.,合衆国には小火器の販売に関する法律上の制約はほとんどない。
construct,組み立てる；建てる,動詞,After reading his books I feel I can construct a house.,彼の本を読んだ後、家を建てることができるような気がした。
construction,構造；建造,名詞,Mark was a work horse on his construction crew.,マークは建設班の中では働き者だった。
consult,相談する；調べる,動詞,You'd better consult the doctor.,君は医者にみてもらったほうがよい。
consultant,コンサルタント ；顧問,名詞,The debate over which consultant to use went on for hours.,どのコンサルタントを使うかと言う議論が何時間も続いた。
consume,消費する,動詞,Zeal for your house will consume me.,あなたの家を思う熱心が、わたしを食い尽くす。
consumer,消費者,名詞,The consumer price index has been fluctuating wildly.,消費者物価指数は激しく変動しています。
contemporary,現代の；同時期に起こる,名詞,The professor is familiar with contemporary literature.,その教授は現代文学に詳しい。
content,内容;  中身,名詞,Robert is content with his present position.,ロバートは現在の地位に満足している。
contest,競争，争う,名詞,We will have a music contest soon.,まもなく音楽コンクールがあります。
context,文脈；状況,名詞,The meaning of a word is determined by the context where it is used.,単語の意味はそれが使われている文脈で決まる。
contrast,対照させる,動詞,The contrast between the sky and the mountain is striking.,空と山の対比が鮮烈だ。
controversial,物議を醸す,形容詞,We sided with him in the controversy.,その論争で我々は彼に味方した。
convention,大会；慣習；条約,名詞,There was a convention last month.,先月、集会があった。
conventional,従来の,形容詞,Plastics have taken the place of many conventional materials.,プラスチックが従来の多くの材料に取って代わった。
convert,（宗教や信仰を）変える,動詞,You must convert dollars into the local currency.,ドルは現地通貨に交換しなければなりません。
cooperation,協力,名詞,Such international cooperation produced great results.,そのような国際協力が素晴らしい成果を挙げた。
core,中核部；髄,名詞,This is the core of the problem.,これがその問題の核心である。
corporate,法人組織の；団体の,形容詞,The deterioration of corporate earnings has yet to bottom out.,企業収益の悪化はまだ底を打っていない。
corporation,法人；会社,名詞,The corporation set up a dummy company.,その企業はトンネル会社を設立しました。
correspond,対応する;  一致する,動詞,You should make your ideas correspond with reality.,君は考えを現実と一致させるべきだ。
counsel,助言；弁護士,名詞,Take counsel with a man who is wise and of a good conscience.,賢明で良心的な人に助言を求めなさい。
craft,工芸品,動詞,We must hand down our craft to posterity.,我々は技術を後世に伝えなければならない。
crew,乗組員,名詞,A student with a crew cut was sitting in the front seat.,一人のクルーカットの学生がバスの前方の座席に座っていた。
crisis,危機,名詞 ,There will be an energy crisis in the near future.,近い将来エネルギー危機が起こるだろう。
criterion,基準,名詞,What criterion did you use when you elected this essay as the winner?,この評論を優勝作品に選んだ基準は何ですか。
critic,評論家,名詞,That young critic is in high demand in a lot of places.,あの若い評論家はあちこちで引っ張りだこである。
critical,重大な；危機の,形容詞,You are too critical of others' shortcomings.,君は他人のあらさがしをしすぎるよ。
criticism,批判,名詞,The brunt of criticism was borne by the chairmen.,議長が批判の矢面に立った。
criticize,批判する,動詞,Don't take it amiss if I criticize your work.,君の仕事に文句をつけても気を悪くしないでくれ。
crop,作物,名詞,We will crop the field with cotton this year.,我々はその畑に今年は綿を植え付けるつもりだ。
crucial,決定的な,形容詞,My courage failed me at the crucial moment.,いざとなったら勇気が無くなった。
currency,通貨,名詞,The exchange rates for foreign currency change daily.,外貨の為替レートは毎日変わる。
curtain,カーテン,名詞,I'll open the curtain for you to look out.,外が見れるように、カーテンを開けてあげるね。
curve,曲線，曲がり,名詞,The curve extends from point A to point B.,カーブはＡ地点からＢ地点にまでわたっている。
custom,習慣,名詞,It is our custom to take off our shoes when we enter the house.,家に入るときは靴を脱ぐのが私たちの習慣です。
cycle,周期；循環，循環する,名詞,We can clearly see the cycle of the seasons in Canada.,カナダでは季節の循環がはっきり見られます。
damn,ちくしょう，すごく,副詞,I'd do any damn thing for you.,君のためならどんなことでもするよ。
data,データ,名詞,The data to be discussed below was collected in the following way.,以下で議論されるデータは次の方法で収集された。
database,データベース,名詞,Please change your database to reflect the new address as follows.,貴社のデータベースにある私どもの住所を、下記新住所に変更してください。
debate,討論,名詞,The debate over which consultant to use went on for hours.,どのコンサルタントを使うかと言う議論が何時間も続いた。
decade,10年,名詞,I lost my son about a decade ago.,私は息子を約十年前に亡くした。
declare,発表する,動詞,I hereby declare the opening of the Olympic Games.,ここにオリンピック大会の開会を宣言します。
decline,断る,動詞,There was a rapid decline in stock prices.,株価の急激な下落があった。
decrease,減る，減少する,動詞,This medicine will decrease your pain.,この薬を飲めば痛みは軽くなるでしょう。
dedicate,捧げる；専念する,動詞,Once I retire， I will dedicate all my time to Tatoeba.,退職した暁には全ての時間をタトエバに捧げよう。
defeat,敗北，負かす,動詞,The chances of victory or defeat are even.,勝ち負けの確率は五分五分だ。
defend,守る,動詞,We have to defend our country from the foreign aggression.,我が国を他国の侵略から守らねばならない。
deficit,赤字；不足,名詞,How huge a deficit can the nation stand?,どのくらい莫大な赤字に国家は耐えられるのだろうか。
define,定義する,動詞,If I had to define life in a word， it would be: Life is creation.,もしも私が一言にして生命の定義を下さなければならないとするならば、生命とは創造であるということである。
definition,定義,名詞,Look up the definition of 'guy' in your dictionary.,君の辞書で‘ｇｕｙ’の語義を調べなさい。
delay,遅らせる，遅延,動詞,I apologize for the delay in sending the agenda.,議事事項を送るのが遅れたことをお詫びします。
democracy,民主主義 ,名詞,When did democracy come into existence?,いつ民主主義は生まれましたか。
democratic,民主的な,形容詞,Introducing democratic ideas into that country will be a slow process.,その国へ民主的な考えを導入するには時間がかかるだろう。
demonstrate,証明する；実証する,動詞,I don't know how to demonstrate it， since it's too obvious!,こんなに明らかなことをわざわざどうやって説明したらいいのか分からない。
demonstration,証明；実証,名詞,Can you demonstrate one more time?,もう一回見せてもらえるか？
density,密度,名詞,What's the country with the highest population density in the world?,世界で一番人口が密集している国はどこですか？
deposit,保証金,名詞,Some people do not like to deposit their money in banks.,銀行に預けるのが嫌いな人もいる。
derive,引き出す,動詞,We derive further pleasure from our study.,我々は勉強からさらに楽しみを引き出す。
description,記述；説明；描写,名詞,We need a detailed description of what happened.,何が起きたのか詳しく知りたい。
despite,〜にもかかわらず,前置詞,He remained poor despite being a hard worker.,一生懸命働いたが、彼は相変わらず貧乏であった。
destruction,破壊,名詞,The destruction of the environment is appalling.,環境破壊は驚くほどすすんでいる。
device,装置；デバイス,名詞,The device is attached fast to the ceiling.,その装置は天井にしっかりと固定されている。
devote,ささげる；当てる,動詞,I intend to devote a few hours a day to the study of English.,私は英語の勉強に一日に数時間を使うつもりである。
dialog,対話,名詞,dialog box,ダイアログボックス
differ,異なる,動詞,We differ from them in some respects.,われわれはいくつかの点で彼らと違う。
digital,デジタルの,形容詞,We heard about your company from Mr Morris of Digital Com Company.,デジタルコム社のモリス氏より貴社について伺いました。
dimension,寸法；面積；局面,名詞,That adds a new dimension to our problem.,そのことが我々が抱える問題に新しい面を加える。
disagree,反対する,動詞,I beg to differ， as I disagree with your analysis of the situation.,君と違ってその状況分析には賛成できないよ。
disaster,災害,名詞,The earthquake which caused the disaster occurred in 1995.,その災害を起こした地震は１９９５年に発生した。
discount,割引，割り引く,名詞,Honesty seems to be rather at a discount today.,近頃は正直が軽んじられているようだ。
disk,ディスク,名詞,It looks like your hard disk is fragmented.,ハードが断片化を起こしてるみたい。
dismiss,解雇する；却下する,動詞,First of all， we must dismiss him.,まず第一に彼を解雇しなければならない。
disorder,無秩序；疾患；障害,名詞,There were no signs of disorder in the ship.,船内には混乱のあとは少しもなかった。
display,表示する；展示する，表示；展示,動詞,The author doesn't display much talent in his book.,その筆者は本の中で、たいした才能を発揮していない。
dispute,論争；紛争，論争する,名詞,The countries concerned settled the dispute by peaceful means.,関係諸国は平和的手段で紛争を解決した。
distant,（距離的、時間的に）遠い,形容詞,We can see distant objects with a telescope.,遠くの物が望遠鏡で見える。
distinct,はっきりした；明白な,形容詞,Your way of thinking is quite distinct from mine.,君の考えは僕の考えとまるで違う。
distinction,区別；差異,名詞,The distinction in usage between the two words is clear.,その２語の用法の区別は明瞭である。
distinguish,区別する,動詞,You should distinguish between right and wrong.,君は善悪の区別をつけるべきだ。
distribute,分配する,動詞,We would like to distribute your product in Japan.,貴社の製品を日本で販売させていただきたく思います。
diversity,多様性,名詞,Existing legislation does not take diversity of races into account.,現行の法律は人種の多様性を考慮していない。
division,分割；部門,名詞,The division picnic is this Saturday at the park.,部の野外パーティーは今度の土曜日に公園で行います。
document,文書,名詞,The document was distributed to all department heads.,その文書は全ての部長に配布された。
domestic,国内の,形容詞,Smoking is now banned on all domestic plane flights.,喫煙は今では、全ての国内線のフライトで禁止されている。
dominate,支配する,動詞,She dominates her husband.,彼女は夫を尻に敷いている。
draft,下書き；草案，原稿を書く；下書きをする,名詞,The committee approved the draft budget.,委員会は予算案を承認した。
eastern,東方の,形容詞,We lack an incentive for pursuing the eastern market.,我々は東部市場を開拓しようと言う気持ちが欠けている。
edition,版,名詞,A revised edition of the encyclopedia was published.,その百科事典の改訂版が出版された。
effective,効果的な,形容詞,We have yet to discover an effective remedy for cancer.,癌の効果的な治療法はまだ発見されていない。
effectively,効果的に,副詞,This would enable us to compete more effectively with other agencies.,この条件を受けていただけると、他社との競合が有利になります。
efficiency,効率,名詞,Everyone strives for efficiency but few seem to attain it.,誰もが能率を上げるよう努力するが、ほとんどの人がそうできないようだ。
efficient,効率的な；有能な,形容詞,It is hard to imagine a more efficient way of catching food.,食物を取るのにこれ以上効果的なやり方は想像できないほどなのである。
electronic,電子の,形容詞,The use of electronic computers is growing rapidly.,コンピューターの使用は急速に増加しつつある。
element,要素,名詞,Hard work is the main element of success.,勤勉は成功のための重要な要素だ。
eliminate,排除する,動詞,We tried to eliminate all danger beforehand.,我々はあらかじめすべての危険を除去しようとした。
embrace,受け入れる；囲む；抱擁する,名詞,Embrace me.,ぎゅーして。
emerge,出現する,動詞,Japan is still struggling to emerge from recession.,日本は今も景気後退から立ち直ろうと努力を続けている。
emergency,緊急事態,名詞,What is the emergency telephone number?,緊急連絡先は何番ですか。
emphasis,強調,名詞 ,We should not place too much emphasis on money.,金銭を重視しすぎてはいけない。
emphasize,強調する,動詞,You should emphasize that fact.,君はその事実を重視すべきだ。
enable,可能にする,動詞,This bird's large wings enable it to fly very fast.,この鳥には大きな羽があるので、たいへん速く飛べる。
encounter,出会う，出会い,動詞,She gave me a humorous account of her encounter with him.,彼女が彼との出会いを面白く話してくれた。
enhance,高める；強化する,動詞,If you have a good garden， it will enhance the value of your house.,よい庭がついていれば家の価値を高めるでしょう。
ensure,保証する；確保する,動詞,This medicine will ensure you a good night's sleep.,この葉を飲めばきっと一晩ぐっすり眠れるでしょう。
enterprise,企業； 事業； 企て,名詞,The enterprise was doomed to failure.,その事業は失敗する運命にあった。
entitle,資格をあたえる; 題名をつける,動詞,He is entitled to better treatment.,彼はもっとよい待遇を受ける権利がある。
entrance,入り口；入場,名詞,To her joy， she passed the entrance examination.,嬉しいことに、彼女は入試に合格した。
entry,入場,名詞,The entry words are arranged alphabetically.,見出し語はアルファベット順に並んでいます。
episode,エピソード；出来事,名詞,Seriously though， episode 21 made me almost cry while laughing.,でもほんとに、エピソード21には涙が出るほど笑ったよ。
equation,方程式,名詞,The boy solved the simultaneous equation with ease.,その少年は連立方程式を楽に解いた。
equivalent,同等の；相当する，同等物,形容詞,That Japanese word has no equivalent in English.,その日本語に対応する英語はない。
era,時代,名詞,We are in the era of atomic energy.,我々は今や原子力時代にある。
error,エラー；誤り,名詞,An error was made.,間違いがありました。
essay,小論文; エッセイ,名詞,What criterion did you use when you elected this essay as the winner?,この評論を優勝作品に選んだ基準は何ですか。
essential,不可欠な；本質的な,形容詞,Diligence is essential to success in life.,勤勉は人生の成功に不可欠である。
estimate,見積もり,名詞,Try to estimate how much you spent on books.,君がどれだけ本に使ったか計算して見てください。
ethnic,民族的な,形容詞,These foods are associated with ethnic groups.,これらの食べ物は、さまざまな民族の集団を連想させる。
evaluate,評価する,動詞,There are many things which we cannot evaluate in terms of money.,金銭に換算できないものが数多くある。
evaluation,評価（事後評価）,名詞,It's difficult to evaluate his ability.,彼の、能力を評価することは、難しい。
evolution,進化,名詞,The evolution of dinosaurs interests me greatly.,私は恐竜の進化にとても興味を持っている。
evolve,進化する； 発展する,動詞,The threat increases; a defence that doesn't evolve is meaningless.,脅威は変化し続ける、進化できない防御は意味がない。
exceed,超える,動詞,The length of the article is not to exceed 1000 words.,記事の長さは１０００語を超えてはならない。
exception,例外,名詞,We will make an exception of your case.,君の場合は例外としよう。
excess,過剰，過度の,名詞,The load of the truck was in excess of three tons.,そのトラックの積み荷は三トンを超えていた。
exclude,除外する,動詞,We cannot exclude feeling from our experience.,我々は経験から感情を閉め出すことはない。
executive,幹部,名詞,This was an executive decision.,これは経営者の決定だ。
exhibit,展示する；表す,動詞,They are going to exhibit many famous old paintings at the gallery.,その画廊では多くの古い名画を展示することになっている。
exhibition,展示；展覧会,名詞,You can see the large exhibition at the department store anytime.,デパートではいつでも大きな展覧会を見られる。
expand,拡大する,動詞,People want more money to expand educational institutions.,教育施設を拡充する金をもっと多くと望んでいる。
expansion,拡大,名詞,The expansion is aging.,拡大経済は老化している。
expenditure,支出；費用,名詞,We should strike a balance between our expenditure and income.,我々は出費と収入の間で均衡をはかるべきだ。
experiment,実験,名詞,We found the failure of the experiment at the last moment.,終わり際になってその実験は失敗であると気づいた。
experimental,実験的な,形容詞,There must be a defect in the experimental method.,実験方法に欠陥があるに違いない。
expert,専門家,名詞,The best thing to do is to ask an expert to repair it.,一番良いことは専門家にしてもらうことだ。
explore,探索する,動詞,We want to explore an underwater oil field.,海底油田の開発をしたい。
export,輸出する,動詞,We import raw materials and export the finished products.,我々は原材料を輸入して、製品を輸出している。
